name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,url
Twilight Lantern (Major),Limited,Pathfinder #172: Secrets of the Temple City pg. 76,Uncommon,"Light, Magical, Transmutation, Uncommon",Held Items,,18,"18,750 gp",L,held in 1 hand,/Equipment.aspx?ID=1451
Alchemical Chart (Greater),Standard,Treasure Vault pg. 62,Common,Alchemical,Alchemical Items,Alchemical Other,18,"19,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1970
Greater Endless Quiver,Standard,Battlecry! pg. 149,Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,18,"19,000 gp",1,worn,/Equipment.aspx?ID=3962
Inexplicable Apparatus,Standard,GM Core pg. 291,Common,"Invested, Magical",Worn Items,Other Worn Items,18,"19,000 gp",2,worn garment,/Equipment.aspx?ID=3090
Maestro's Instrument (Greater),Standard,GM Core pg. 275,Common,Magical,Held Items,,18,"19,000 gp",1,held in 2 hand,/Equipment.aspx?ID=3026
Major Stormshard,Limited,"Pathfinder #208: Hoof, Cinder, and Storm pg. 79",Uncommon,"Magical, Uncommon",Held Items,,18,"19,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3742
Marvelous Medicines (Greater),Standard,GM Core pg. 276,Common,Magical,Held Items,,18,"19,000 gp",1,held in 2 hand,/Equipment.aspx?ID=3027
Mask of the Mantis (Major),Limited,Prey for Death pg. 104,Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,18,"19,000 gp",L,worn head,/Equipment.aspx?ID=3497
Mirror Goggles (Greater),Standard,Treasure Vault pg. 147,Common,"Invested, Magical",Worn Items,Other Worn Items,18,"19,000 gp",,worn eyepiece,/Equipment.aspx?ID=2315
Nosoi Charm (Greater),Limited,Night of the Gray Death pg. 53,Rare,"Divination, Invested, Magical, Rare",Held Items,,18,"19,000 gp",,held in 1 hand,/Equipment.aspx?ID=1095
Peachwood Weapon (High-Grade),Standard,"Tian Xia Character Guide pg. 129, Book of the Dead pg. 20",Uncommon,Uncommon,Weapons,Precious Material Weapons,18,"19,000 gp (+ 1,900 gp per Bulk)",,varies by weapon,/Equipment.aspx?ID=3472
Symbol of Conflict (Major),Standard,GM Core pg. 296,Uncommon,"Divine, Invested, Uncommon",Worn Items,Other Worn Items,18,"19,000 gp",,worn,/Equipment.aspx?ID=3111
Thurible of Revelation (Greater),Standard,GM Core pg. 277,Common,Divine,Held Items,,18,"19,000 gp",1,held in 1 hand,/Equipment.aspx?ID=3033
Tornado Trompo,,Celebrating Hispanic Heritage Month,Common,"Air, Evocation, Magical",Held Items,,18,"19,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1741
Wand of Hybrid Form (8th-Rank Spell),Standard,Treasure Vault pg. 140,Uncommon,"Magical, Polymorph, Uncommon, Wand",Wands,Specialty Wands,18,"19,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2280
Wand of Mercy (8th-Rank Spell),Standard,Treasure Vault pg. 141,Common,"Magical, Wand",Wands,Specialty Wands,18,"19,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2283
Sisterstone Armor (High-Grade),,Pathfinder #183: Field of Maidens pg. 80,Rare,Rare,Armor,Precious Material Armor,18,"19,500 gp (plus 1,950 gp per Bulk)",,worn armor,/Equipment.aspx?ID=1721
Blade of Four Energies (Greater),Standard,Secrets of Magic pg. 180,Common,"Evocation, Magical",Weapons,Specific Magic Weapons,18,"20,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1042
Clockwork Cloak,Standard,"Treasure Vault pg. 146, Pathfinder #161: Belly of the Black Whale pg. 79",Uncommon,"Clockwork, Invested, Magical, Uncommon",Worn Items,Other Worn Items,18,"20,000 gp",L,worn cloak,/Equipment.aspx?ID=2310
Cold Iron Armor (High-Grade),Standard,GM Core pg. 228,Common,,Armor,Precious Material Armor,18,"20,000 gp (+2,000 gp per Bulk)",,worn armor,/Equipment.aspx?ID=2798
Countering Charm (Major),Standard,GM Core pg. 287,Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,18,"20,000 gp",,worn,/Equipment.aspx?ID=3070
Greater Aurochs' Might Tattoo,Limited,Pathfinder #207: Resurrection Flood pg. 79,Uncommon,"Invested, Magical, Tattoo, Uncommon",Tattoos,,18,"20,000 gp",,tattooed on the body,/Equipment.aspx?ID=3738
Obsidian Goggles (Major),Standard,GM Core pg. 293,Common,"Invested, Magical",Worn Items,Other Worn Items,18,"20,000 gp",,worn eyepiece,/Equipment.aspx?ID=3097
Scalding Gauntlets (True),Standard,Rage of Elements pg. 124,Common,"Fire, Invested, Magical",Weapons,Specific Magic Weapons,18,"20,000 gp",L,worn gloves,/Equipment.aspx?ID=2608
Silver Armor (High-Grade),Standard,GM Core pg. 229,Common,,Armor,Precious Material Armor,18,"20,000 gp (+2,000 gp per Bulk)",,worn armor,/Equipment.aspx?ID=2803
Sapling Shield (True),Standard,Treasure Vault pg. 22,Common,Magical,Shields,Specific Shields,18,"20,220 gp",2,held in 1 hand,/Equipment.aspx?ID=1860
Radiant Prism (Greater),Standard,Treasure Vault pg. 127,Common,"Magical, Spellheart",Spellhearts,,18,"20,500 gp",,affixed to armor or a weapon,/Equipment.aspx?ID=2236
Armor Potency (+3),Standard,GM Core pg. 226,Common,Magical,Runes,Fundamental Armor Runes,18,"20,560 gp",,etched onto armor,/Equipment.aspx?ID=2785
Crown of Witchcraft (Greater),Standard,GM Core pg. 288,Common,"Focused, Invested, Magical",Worn Items,Other Worn Items,18,"21,000 gp",,worn headwear,/Equipment.aspx?ID=3073
Dread (Greater),Standard,Grand Bazaar pg. 14,Uncommon,"Emotion, Enchantment, Fear, Magical, Mental, Uncommon, Visual",Runes,Armor Property Runes,18,"21,000 gp",,etched onto armor,/Equipment.aspx?ID=1252
Fossil Fragment (Brontosaurus Phalange),Standard,Rage of Elements pg. 98,Uncommon,"Earth, Magical, Uncommon",Held Items,,18,"21,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2590
Ghostcaller's Planchette (Greater),Standard,Treasure Vault pg. 125,Common,"Magical, Spellheart",Spellhearts,,18,"21,000 gp",,affixed to armor or a weapon,/Equipment.aspx?ID=2230
Helm of Zeal (Greater),Standard,Player Core 2 pg. 310,Common,"Divine, Focused, Invested",Worn Items,Other Worn Items,18,"21,000 gp",L,worn headwear,/Equipment.aspx?ID=3435
Living Mantle (Greater),Standard,GM Core pg. 292,Common,"Focused, Invested, Plant, Primal",Worn Items,Other Worn Items,18,"21,000 gp",L,worn cloak,/Equipment.aspx?ID=3092
Maw of Hungry Shadows,Standard,Treasure Vault pg. 112,Common,"Grimoire, Incapacitation, Magical, Shadow, Teleportation",Grimoires,,18,"21,000 gp",L,,/Equipment.aspx?ID=2181
Prognostic Veil (Greater),Standard,Player Core 2 pg. 310,Common,"Divine, Focused, Invested",Worn Items,Other Worn Items,18,"21,000 gp",,worn mask,/Equipment.aspx?ID=3436
Ring of Maniacal Devices (Greater),Standard,Player Core 2 pg. 310,Common,"Invested, Magical",Worn Items,Other Worn Items,18,"21,000 gp",,worn,/Equipment.aspx?ID=3437
Stampede Medallion (Major),Standard,Secrets of Magic pg. 190,Common,"Eidolon, Evocation, Invested, Magical",Worn Items,Eidolon Items,18,"21,000 gp",L,worn,/Equipment.aspx?ID=1080
Storm Flash (Greater),Standard,GM Core pg. 243,Common,"Electricity, Magical",Weapons,Specific Magic Weapons,18,"21,000 gp",1,held in 1 hand,/Equipment.aspx?ID=2873
Anchoring (Greater),Standard,Grand Bazaar pg. 80,Uncommon,"Abjuration, Magical, Uncommon",Runes,Weapon Property Runes,18,"22,000 gp",,etched onto a weapon,/Equipment.aspx?ID=1371
Cape of the Open Sky,Limited,Pathfinder #167: Ready? Fight! pg. 74,Rare,"Invested, Magical, Rare, Transmutation",Worn Items,Other Worn Items,18,"22,000 gp",L,worn cloak,/Equipment.aspx?ID=948
Clockwork Shield (Greater),Standard,Treasure Vault pg. 22,Common,Magical,Shields,Specific Shields,18,"22,000 gp",1,held in 1 hand,/Equipment.aspx?ID=1857
Djezet Weapon (High-Grade),Standard,Grand Bazaar pg. 98,Rare,Rare,Weapons,Precious Material Weapons,18,"22,000 gp (+2,200 gp per Bulk)",,varies by weapon,/Equipment.aspx?ID=1414
Greater Belkzen Deadsmasher,Standard,Battlecry! pg. 126,Uncommon,"Magical, Uncommon",Weapons,Specific Magic Weapons,18,"22,000 gp",1,held in 1 hand,/Equipment.aspx?ID=3837
Jistkan War Crossbow,Standard,Battlecry! pg. 128,Rare,"Magical, Rare",Weapons,Specific Magic Weapons,18,"22,000 gp",2,held in 2 hands,/Equipment.aspx?ID=3850
Lightweave Scarf (Major),Standard,Treasure Vault pg. 127,Common,"Magical, Spellheart, Visual",Spellhearts,,18,"22,000 gp",,affixed to armor or a weapon,/Equipment.aspx?ID=2234
Major Banner of Piercing Shards,Standard,Battlecry! pg. 138,Uncommon,"Aura, Magical, Uncommon",Banners,,18,"22,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3904
Mantle of the Grogrisant,Standard,Monsters of Myth pg. 35,Unique,"Abjuration, Invested, Primal, Unique",Worn Items,Other Worn Items,18,"22,000 gp",L,worn cloak,/Equipment.aspx?ID=1476
Obsidian Edge (True),Standard,Rage of Elements pg. 123,Uncommon,"Fire, Magical, Uncommon",Weapons,Specific Magic Weapons,18,"22,000 gp",2,held in 2 hands,/Equipment.aspx?ID=2606
Possibility Tome,Standard,GM Core pg. 276,Common,Magical,Held Items,,18,"22,000 gp",2,held in 2 hand,/Equipment.aspx?ID=3029
Tales in Timber (Major),Standard,Rage of Elements pg. 202,Common,"Invested, Magical, Wood",Armor,Specific Magic Armor,18,"22,000 gp",2,worn armor,/Equipment.aspx?ID=2648
Warleader's Bulwark (Greater),Standard,Player Core 2 pg. 279,Common,"Invested, Magical",Armor,,18,"22,000 gp",2,worn armor,/Equipment.aspx?ID=3277
Words of Wisdom (Greater),Standard,Highhelm pg. 87,Uncommon,"Enchantment, Invested, Magical, Tattoo, Uncommon",Tattoos,,18,"22,000 gp",,tattoo,/Equipment.aspx?ID=2564
Greater Hero’s Plate,Limited,Pathfinder #202: Severed at the Root pg. 77,Rare,"Magical, Rare",Armor,Specific Magic Armor,18,"22,500 gp",4,worn armor,/Equipment.aspx?ID=3720
Grub Gloves (Greater),Standard,Highhelm pg. 87,Uncommon,"Invested, Magical, Necromancy, Uncommon",Worn Items,Other Worn Items,18,"22,500 gp",L,worn gloves,/Equipment.aspx?ID=2561
Keep Stone Weapon (High-Grade),Standard,Highhelm pg. 113,Rare,Rare,Weapons,Precious Material Weapons,18,"22,500 gp (+ 2,250 gp per Bulk)",,varies by weapon,/Equipment.aspx?ID=2572
Orichalcum Weapon (High-Grade),Standard,GM Core pg. 240,Rare,Rare,Weapons,Precious Material Weapons,18,"22,500 gp (+2250 gp per Bulk)",,varies by weapon,/Equipment.aspx?ID=2859
Singing Shortbow (Greater),Standard,Secrets of Magic pg. 189,Common,"Enchantment, Magical",Weapons,Specific Magic Weapons,18,"22,500 gp",1,held in 1 hand,/Equipment.aspx?ID=1074
Linnorm's Sankeit,Standard,Treasure Vault pg. 18,Uncommon,"Invested, Magical, Uncommon",Armor,Specific Magic Armor,18,"22,750 gp",2,worn armor,/Equipment.aspx?ID=1849
Endless Grimoire (True),Standard,Secrets of Magic pg. 162,Common,"Divination, Grimoire, Magical",Grimoires,,18,"23,000 gp",L,,/Equipment.aspx?ID=992
Shadow's Heart,,Pathfinder #185: A Taste of Ashes pg. 79,Rare,"Illusion, Magical, Rare",Weapons,Specific Magic Weapons,18,"23,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1786
Life's Last Breath,,Pathfinder #155: Lord of the Black Sands pg. 76,Unique,"Evil, Magical, Necromancy, Unique",Weapons,Specific Magic Weapons,18,"23,500 gp",2,held in 1 hand,/Equipment.aspx?ID=659
Abysium Weapon (High-Grade),Standard,Grand Bazaar pg. 97,Rare,Rare,Weapons,Precious Material Weapons,18,"24,000 gp (+2,400 gp per Bulk)",,varies by weapon,/Equipment.aspx?ID=1409
Archivist's Gaze,Standard,Secrets of Magic pg. 179,Common,"Apex, Divination, Invested, Magical",Worn Items,Other Worn Items,18,"24,000 gp",,worn eyepiece,/Equipment.aspx?ID=1038
Breath Blaster (Major),Standard,Guns & Gears (Remastered) pg. 154,Uncommon,"Magical, Uncommon",Weapons,Beast Guns,18,"24,000 gp",2,held in 2 hands,/Equipment.aspx?ID=1165
Brilliant (Greater),Standard,GM Core pg. 236,Common,Magical,Runes,Weapon Property Runes,18,"24,000 gp",,etched onto a weapon,/Equipment.aspx?ID=2833
Caress of the Great Serpent,Standard,Tian Xia Character Guide pg. 126,Uncommon,"Magical, Uncommon",Weapons,Specific Magic Weapons,18,"24,000 gp",2,held in 1 hand,/Equipment.aspx?ID=3461
Carver-Cutter (True),Standard,Rage of Elements pg. 201,Uncommon,"Magical, Uncommon, Wood",Weapons,Specific Magic Weapons,18,"24,000 gp",1,held in 1 hand,/Equipment.aspx?ID=2640
Cyrusian Wand (8th-rank Spell),Standard,Pathfinder Adventure Path #219: Lord of the Trinity Star pg. 70,Rare,"Arcane, Mythic, Rare, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=4045
Dragon's Breath (8th-Level Spell),Standard,Grand Bazaar pg. 88,Uncommon,"Magical, Transmutation, Uncommon",Runes,Accessory Runes,18,"24,000 gp",,applied to dueling cape or shield,/Equipment.aspx?ID=1387
Emberheart,Standard,Secrets of Magic pg. 184,Common,"Apex, Invested, Magical, Necromancy",Worn Items,Other Worn Items,18,"24,000 gp",,worn,/Equipment.aspx?ID=1054
Essence Forge (Greater),Limited,Pathfinder #214: The Broken Palace pg. 80,Rare,"Magical, Rare",Other,,18,"24,000 gp",20,,/Equipment.aspx?ID=3791
Final Rest,Standard,Book of the Dead pg. 19,Common,"Magical, Necromancy",Weapons,Specific Magic Weapons,18,"24,000 gp",1,held in 1 hand,/Equipment.aspx?ID=1537
Fortification (Greater),Standard,GM Core pg. 226,Common,Magical,Runes,Armor Property Runes,18,"24,000 gp",,etched onto medium or heavy armor,/Equipment.aspx?ID=2789
Indestructible Shield,Standard,GM Core pg. 234,Rare,"Magical, Rare",Shields,Specific Shields,18,"24,000 gp",1,held in 1 hand,/Equipment.aspx?ID=2822
Magic Armor (+3 Greater Resilient),Standard,GM Core pg. 229,Common,"Invested, Magical",Armor,Basic Magic Armor,18,"24,000 gp",,worn armor,/Equipment.aspx?ID=2804
Major Swift Standard,Standard,Battlecry! pg. 141,Rare,"Air, Aura, Magical, Rare",Banners,,18,"24,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3917
Mask of Allure,Standard,Secrets of Magic pg. 186,Common,"Apex, Enchantment, Invested, Magical",Worn Items,Other Worn Items,18,"24,000 gp",L,worn mask,/Equipment.aspx?ID=1066
Mercurial Mantle,Standard,Secrets of Magic pg. 187,Common,"Apex, Invested, Magical, Transmutation",Worn Items,Other Worn Items,18,"24,000 gp",L,worn cloak,/Equipment.aspx?ID=1067
Noqual Weapon (High-Grade),Standard,Grand Bazaar pg. 100,Rare,Rare,Weapons,Precious Material Weapons,18,"24,000 gp (+2,400 gp per Bulk)",,varies by weapon,/Equipment.aspx?ID=1422
Quenching (True),Standard,Treasure Vault pg. 13,Common,Magical,Runes,Armor Property Runes,18,"24,000 gp",,etched onto armor,/Equipment.aspx?ID=1836
Quickened Standard,Standard,Battlecry! pg. 140,Uncommon,"Aura, Magical, Uncommon",Banners,,18,"24,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3913
Sage's Lash,Standard,Secrets of Magic pg. 189,Common,"Apex, Invested, Magical, Necromancy",Worn Items,Other Worn Items,18,"24,000 gp",1,worn belt,/Equipment.aspx?ID=1072
Sandals of the Stag,Standard,Treasure Vault pg. 104,Common,"Apex, Invested, Magical",Worn Items,Other Worn Items,18,"24,000 gp",L,worn shoes,/Equipment.aspx?ID=2142
Spectacles of Piercing Sight,Standard,Treasure Vault pg. 147,Rare,"Invested, Magical, Rare",Worn Items,Other Worn Items,18,"24,000 gp",,worn eyepiece,/Equipment.aspx?ID=2317
Staff of Nature's Vengeance (Major),Standard,Advanced Player's Guide pg. 263,Common,"Evocation, Magical, Staff",Staves,,18,"24,000 gp",1,held in 1 hand,/Equipment.aspx?ID=749
Staff of the Dreamlands (Major),Standard,Grand Bazaar pg. 111,Uncommon,"Enchantment, Magical, Staff, Uncommon",Staves,,18,"24,000 gp",1,held in 1 hand,/Equipment.aspx?ID=1440
Titan's Grasp,Standard,Secrets of Magic pg. 191,Common,"Apex, Evocation, Invested, Magical",Worn Items,Other Worn Items,18,"24,000 gp",L,worn gloves,/Equipment.aspx?ID=1082
Titan's Standard,Standard,Battlecry! pg. 141,Uncommon,"Aura, Magical, Uncommon",Banners,,18,"24,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3919
Torag's Silver Anvil,Standard,Gods & Magic pg. 123,Uncommon,"Divine, Magical, Transmutation, Uncommon",Weapons,Specific Magic Weapons,18,"24,000 gp",2,held in 2 hands,/Equipment.aspx?ID=575
Wand of Clinging Rime (8th-Rank Spell),Standard,Treasure Vault pg. 139,Common,"Cold, Magical, Wand, Water",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2274
Wand of Crackling Lightning (8th-Rank Spell),Standard,Player Core 2 pg. 309,Common,"Electricity, Magical, Wand",Wands,,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3424
Wand of Dazzling Rays (8th-Rank Spell),Standard,Treasure Vault pg. 139,Common,"Fire, Holy, Light, Magical, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2277
Wand of Dumbfounding Doom (8th-Rank Spell),Standard,Treasure Vault pg. 139,Common,"Emotion, Fear, Incapacitation, Magical, Mental, Prediction, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2278
Wand of Hawthorn (8th-Rank Spell),Standard,Treasure Vault pg. 140,Common,"Magical, Plant, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2279
Wand of Legerdemain (8th-Rank Spell),Standard,Treasure Vault pg. 140,Common,"Magical, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2281
Wand of Mental Purification (8th-Rank Spell),Standard,Treasure Vault pg. 140,Common,"Emotion, Healing, Magical, Mental, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2282
Wand of Noisome Acid (8th-Level Spell),,"The Slithering pg. 61, Treasure Vault pg. 141",Uncommon,"Acid, Evocation, Magical, Uncommon, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=794
Wand of Noisome Acid (8th-Rank Spell),Standard,"Treasure Vault pg. 141, The Slithering pg. 61",Common,"Acid, Magical, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2284
Wand of Purification (8th-rank Spell),Standard,Tian Xia Character Guide pg. 130,Common,"Magical, Wand",Wands,Magic Wands,18,"24,000 gp",,held in 1 hand,/Equipment.aspx?ID=3476
Wand of Reaching (8th-Rank Spell),Standard,Treasure Vault pg. 141,Common,"Magical, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2287
Wand of Rolling Flames (8th-Rank Spell),Standard,Treasure Vault pg. 142,Common,"Fire, Magical, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2289
Wand of Slaughter (8th-Rank Spell),Standard,Player Core 2 pg. 309,Common,"Magical, Void, Wand",Wands,,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3427
Wand of Slaying (8th-Level Spell),Standard,Core Rulebook pg. 598,Common,"Illusion, Magical, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=371
Wand of Splintered Sorrows (8th-Rank Spell),Limited,Pathfinder #202: Severed at the Root pg. 79,Uncommon,"Magical, Uncommon, Wand, Wood",Wands,Magic Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3727
Wand of Teeming Ghosts (8th-Level Spell),,"The Slithering pg. 61, Treasure Vault pg. 142",Uncommon,"Magical, Necromancy, Uncommon, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=795
Wand of Teeming Ghosts (8th-Rank Spell),Standard,"Treasure Vault pg. 142, The Slithering pg. 61",Uncommon,"Magical, Uncommon, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2292
Wand of the Snowfields (7th-Rank Spell),Standard,Player Core 2 pg. 309,Common,"Cold, Magical, Wand",Wands,,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3429
Wand of Wearying Dance,Standard,Treasure Vault pg. 143,Common,"Magical, Mental, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2298
Wand of Widening (8th-rank Spell),Standard,GM Core pg. 283,Common,"Magical, Wand",Wands,Specialty Wands,18,"24,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3053
Zealous Banner,Standard,Battlecry! pg. 141,Uncommon,"Aura, Magical, Uncommon",Banners,,18,"24,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3921
Ustradi Long Cannon,Restricted,Battlecry! pg. 106,Rare,"Mounted, Rare",Siege Weapons,,18,"38,000 gp",,mounted (black powder),/SiegeWeapons.aspx?ID=65
War strider,Restricted,Battlecry! pg. 112,Uncommon,Uncommon,Vehicles,,18,"63,000 gp",,,/Vehicles.aspx?ID=105
Genius Diadem,,GM Core pg. 305,Rare,"Apex, Arcane, Intelligent, Rare",Intelligent Items,,18,,L,worn circlet,/Equipment.aspx?ID=3125
Pact of the Agonized Destroyer,Standard,"[Draconic Codex
](/Sources.aspx?ID=277) pg. 227",Rare,"Contract, Invested, Magical, Rare",Contracts,Draconic Pacts,18,,,,/Equipment.aspx?ID=4020
Purloining Cloak,Restricted,Treasure Vault pg. 196,Rare,"Apex, Intelligent, Invested, Magical, Rare",Intelligent Items,,18,,L,worn cloak,/Equipment.aspx?ID=2401
Chromatic Jellyfish Oil (Greater),Standard,Treasure Vault pg. 59,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,19,"5,200 gp",L,held in 1 hand,/Equipment.aspx?ID=1959
Dragon's Blood Pudding (Major),Standard,Grand Bazaar pg. 46,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,19,"5,500 gp",L,held in 1 hand,/Equipment.aspx?ID=1310
Spell Echo Shot,Standard,Treasure Vault pg. 83,Common,"Consumable, Magical",Consumables,Magical Ammunition,19,"5,500 gp",,,/Equipment.aspx?ID=2058
Pale Fade,Standard,Treasure Vault pg. 70,Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,19,"6,000 gp",L,held in 2 hands,/Equipment.aspx?ID=2010
Ambrosia of Undying Hope,Limited,Pathfinder #156: The Apocalypse Prophet pg. 74,Rare,"Alchemical, Consumable, Elixir, Necromancy, Rare",Alchemical Items,Alchemical Elixirs,19,"6,200 gp",L,held in 1 hand,/Equipment.aspx?ID=661
Black Lotus Extract,Standard,"Player Core 2 pg. 291, GM Core pg. 248",Common,"Alchemical, Consumable, Contact, Poison, Virulent",Alchemical Items,Alchemical Poisons,19,"6,500 gp",L,held in 1 hand,/Equipment.aspx?ID=3325
Oblivion Essence,Limited,Pathfinder #149: Against the Scarlet Triad pg. 79,Uncommon,"Alchemical, Consumable, Injury, Poison, Uncommon",Alchemical Items,Alchemical Poisons,19,"6,500 gp",L,held in 2 hands,/Equipment.aspx?ID=558
Insight Coffee (Greater),Standard,Treasure Vault pg. 49,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Food,19,"7,500 gp",L,held in 1 hand,/Equipment.aspx?ID=1920
10th-rank Scroll,Standard,GM Core pg. 262,Common,"Consumable, Magical, Scroll",Consumables,Scrolls,19,"8,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2962
Ablative Armor Plating (True),Standard,Guns & Gears (Remastered) pg. 66,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,19,"8,000 gp",1,attached to armor or traveler's clothing,/Equipment.aspx?ID=1102
Ablative Shield Plating (True),Standard,Guns & Gears (Remastered) pg. 67,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,19,"8,000 gp",1,attached to a shield,/Equipment.aspx?ID=1103
Contagion Metabolizer (Greater),Standard,Treasure Vault pg. 59,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,19,"8,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1960
Elixir of Life (True),Standard,"Player Core 2 pg. 288, GM Core pg. 247",Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,19,"8,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3308
Frozen Lava of Barrowsiege,Standard,GM Core pg. 268,Common,"Consumable, Fire, Magical",Consumables,Other Consumables,19,"8,000 gp",,held in 1 hand,/Equipment.aspx?ID=3000
Major Quartz-Coil Rail Transport,Standard,Rival Academies pg. 93,Uncommon,"Consumable, Electricity, Gadget, Teleportation, Uncommon",Consumables,Gadgets,19,"8,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3570
Major Vanishing Shocker,Standard,Rival Academies pg. 93,Uncommon,"Consumable, Electricity, Gadget, Illusion, Magical, Uncommon",Consumables,Gadgets,19,"8,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3573
Numbing Tonic (True),Standard,Treasure Vault pg. 60,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,19,"8,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1963
Oil of Potency (Major),Standard,GM Core pg. 257,Common,"Consumable, Magical, Oil",Consumables,Oils,19,"8,000 gp",L,held in 2 hands,/Equipment.aspx?ID=2936
Panacea Fruit,Limited,Pathfinder #156: The Apocalypse Prophet pg. 74,Rare,"Consumable, Healing, Necromancy, Primal, Rare",Consumables,Other Consumables,19,"8,000 gp",L,held in 1 hand,/Equipment.aspx?ID=665
Spellstrike Ammunition (Type IX),Standard,GM Core pg. 256,Common,"Consumable, Magical",Consumables,Magical Ammunition,19,"8,000 gp",,,/Equipment.aspx?ID=2927
Starfall Shield,Standard,Treasure Vault pg. 22,Uncommon,"Magical, Uncommon",Shields,Specific Shields,19,"23,000 gp",1,held in 1 hand,/Equipment.aspx?ID=1861
Aeon Stone (Lavender and Green Ellipsoid),Standard,Core Rulebook pg. 604,Uncommon,"Invested, Magical, Transmutation, Uncommon",Worn Items,Other Worn Items,19,"30,000 gp",,worn,/Equipment.aspx?ID=407
Luck Blade (Wishing),Standard,Core Rulebook pg. 601,Rare,"Divination, Fortune, Magical, Rare",Weapons,Specific Magic Weapons,19,"30,000 gp",L,held in 1 hand,/Equipment.aspx?ID=390
Lion's Armor (Greater),Standard,GM Core pg. 230,Common,"Invested, Magical",Armor,Specific Magic Armor,19,"30,500 gp",3,worn armor,/Equipment.aspx?ID=2807
Poison Concentrator (Major),Standard,Treasure Vault pg. 64,Common,Alchemical,Alchemical Items,Alchemical Other,19,"31,000 gp",L,held in 2 hands,/Equipment.aspx?ID=1981
Striking (Major),Standard,GM Core pg. 236,Common,Magical,Runes,Fundamental Weapon Runes,19,"31,065 gp",,etched onto a weapon,/Equipment.aspx?ID=2829
